"","token","emotion"
"6429","sanctuary","joy"
"6430","sanctuary","trust"
"6431","sap","sadness"
"6432","sappy","trust"
"6433","sarcasm","anger"
"6434","sarcasm","disgust"
"6435","sarcasm","sadness"
"6436","sarcoma","fear"
"6437","sarcoma","sadness"
"6438","satanic","anger"
"6439","satisfied","joy"
"6440","saturated","disgust"
"6441","savage","anger"
"6442","savage","fear"
"6443","savagery","anger"
"6444","savagery","fear"
"6445","save","joy"
"6446","save","trust"
"6447","savor","anticipation"
"6448","savor","disgust"
"6449","savor","joy"
"6450","savor","sadness"
"6451","savor","trust"
"6452","scaffold","fear"
"6453","scalpel","fear"
"6454","scandal","fear"
"6455","scandalous","anger"
"6456","scapegoat","anger"
"6457","scapegoat","fear"
"6458","scar","anger"
"6459","scar","disgust"
"6460","scar","fear"
"6461","scar","sadness"
"6462","scarce","fear"
"6463","scarce","sadness"
"6464","scarcely","sadness"
"6465","scarcity","anger"
"6466","scarcity","fear"
"6467","scarcity","sadness"
"6468","scare","anger"
"6469","scare","anticipation"
"6470","scare","fear"
"6471","scare","surprise"
"6472","scarecrow","fear"
"6473","sceptical","trust"
"6474","schism","anger"
"6475","schizophrenia","anger"
"6476","schizophrenia","disgust"
"6477","schizophrenia","fear"
"6478","schizophrenia","sadness"
"6479","scholarship","joy"
"6480","school","trust"
"6481","scientific","trust"
"6482","scientist","anticipation"
"6483","scientist","trust"
"6484","scoff","anger"
"6485","scoff","disgust"
"6486","scold","anger"
"6487","scold","disgust"
"6488","scold","fear"
"6489","scold","sadness"
"6490","scolding","anger"
"6491","scorching","anger"
"6492","score","anticipation"
"6493","score","joy"
"6494","score","surprise"
"6495","scorn","anger"
"6496","scorpion","anger"
"6497","scorpion","disgust"
"6498","scorpion","fear"
"6499","scorpion","surprise"
"6500","scoundrel","anger"
"6501","scoundrel","disgust"
"6502","scoundrel","fear"
"6503","scoundrel","trust"
"6504","scourge","anger"
"6505","scourge","fear"
"6506","scourge","sadness"
"6507","scrapie","anger"
"6508","scrapie","fear"
"6509","scrapie","sadness"
"6510","scream","anger"
"6511","scream","disgust"
"6512","scream","fear"
"6513","scream","surprise"
"6514","screaming","anger"
"6515","screaming","disgust"
"6516","screaming","fear"
"6517","screech","fear"
"6518","screech","surprise"
"6519","screwed","anger"
"6520","scrimmage","surprise"
"6521","scripture","trust"
"6522","scrub","disgust"
"6523","scrutinize","anticipation"
"6524","scum","disgust"
"6525","seal","trust"
"6526","seals","trust"
"6527","secluded","sadness"
"6528","seclusion","fear"
"6529","secrecy","surprise"
"6530","secrecy","trust"
"6531","secret","trust"
"6532","secrete","disgust"
"6533","secretion","disgust"
"6534","sectarian","anger"
"6535","sectarian","fear"
"6536","secular","anticipation"
"6537","securities","trust"
"6538","sedition","anger"
"6539","sedition","sadness"
"6540","seductive","anticipation"
"6541","seek","anticipation"
"6542","segregate","anger"
"6543","segregate","disgust"
"6544","segregate","sadness"
"6545","seize","fear"
"6546","seizure","fear"
"6547","selfish","anger"
"6548","selfish","disgust"
"6549","senate","trust"
"6550","senile","fear"
"6551","senile","sadness"
"6552","seniority","trust"
"6553","sensational","joy"
"6554","senseless","anger"
"6555","senseless","disgust"
"6556","senseless","fear"
"6557","senseless","sadness"
"6558","senseless","surprise"
"6559","sensual","anticipation"
"6560","sensual","joy"
"6561","sensual","surprise"
"6562","sensual","trust"
"6563","sensuality","anticipation"
"6564","sensuality","joy"
"6565","sensuous","joy"
"6566","sentence","anger"
"6567","sentence","anticipation"
"6568","sentence","disgust"
"6569","sentence","fear"
"6570","sentence","sadness"
"6571","sentinel","trust"
"6572","sentry","trust"
"6573","separatist","anger"
"6574","separatist","disgust"
"6575","sepsis","fear"
"6576","sepsis","sadness"
"6577","septic","disgust"
"6578","sequel","anticipation"
"6579","sequestration","sadness"
"6580","serene","trust"
"6581","serenity","anticipation"
"6582","serenity","joy"
"6583","serenity","trust"
"6584","serial","anticipation"
"6585","series","trust"
"6586","seriousness","fear"
"6587","seriousness","sadness"
"6588","sermon","trust"
"6589","serpent","disgust"
"6590","serpent","fear"
"6591","servant","trust"
"6592","serve","trust"
"6593","servile","disgust"
"6594","servile","fear"
"6595","servile","sadness"
"6596","setback","sadness"
"6597","settlor","fear"
"6598","severance","sadness"
"6599","sewage","disgust"
"6600","sewer","disgust"
"6601","sewerage","disgust"
"6602","sex","anticipation"
"6603","sex","joy"
"6604","sex","trust"
"6605","shabby","disgust"
"6606","shack","disgust"
"6607","shack","sadness"
"6608","shackle","anger"
"6609","shackle","anticipation"
"6610","shackle","disgust"
"6611","shackle","fear"
"6612","shackle","sadness"
"6613","shady","fear"
"6614","shaking","fear"
"6615","shaky","anger"
"6616","shaky","anticipation"
"6617","shaky","fear"
"6618","sham","anger"
"6619","sham","disgust"
"6620","shame","disgust"
"6621","shame","fear"
"6622","shame","sadness"
"6623","shameful","sadness"
"6624","shameless","disgust"
"6625","shanghai","disgust"
"6626","shanghai","fear"
"6627","shank","fear"
"6628","share","anticipation"
"6629","share","joy"
"6630","share","trust"
"6631","sharpen","anger"
"6632","sharpen","anticipation"
"6633","shatter","anger"
"6634","shatter","fear"
"6635","shatter","sadness"
"6636","shatter","surprise"
"6637","shattered","sadness"
"6638","shell","anger"
"6639","shell","fear"
"6640","shell","sadness"
"6641","shell","surprise"
"6642","shelter","trust"
"6643","shepherd","trust"
"6644","sheriff","trust"
"6645","shining","anticipation"
"6646","shining","joy"
"6647","ship","anticipation"
"6648","shipwreck","fear"
"6649","shipwreck","sadness"
"6650","shit","anger"
"6651","shit","disgust"
"6652","shiver","anger"
"6653","shiver","anticipation"
"6654","shiver","fear"
"6655","shiver","sadness"
"6656","shock","anger"
"6657","shock","fear"
"6658","shock","surprise"
"6659","shockingly","surprise"
"6660","shoddy","anger"
"6661","shoddy","disgust"
"6662","shoot","anger"
"6663","shoot","fear"
"6664","shooter","fear"
"6665","shooting","anger"
"6666","shooting","fear"
"6667","shopkeeper","trust"
"6668","shoplifting","anger"
"6669","shoplifting","disgust"
"6670","shopping","anticipation"
"6671","shopping","joy"
"6672","shopping","surprise"
"6673","shopping","trust"
"6674","shortage","anger"
"6675","shortage","fear"
"6676","shortage","sadness"
"6677","shortly","anticipation"
"6678","shot","anger"
"6679","shot","fear"
"6680","shot","sadness"
"6681","shot","surprise"
"6682","shoulder","trust"
"6683","shout","anger"
"6684","shout","surprise"
"6685","shove","anger"
"6686","show","trust"
"6687","shrapnel","fear"
"6688","shriek","anger"
"6689","shriek","fear"
"6690","shriek","sadness"
"6691","shriek","surprise"
"6692","shrill","anger"
"6693","shrill","fear"
"6694","shrill","surprise"
"6695","shrink","fear"
"6696","shrink","sadness"
"6697","shroud","sadness"
"6698","shudder","fear"
"6699","shun","anger"
"6700","shun","disgust"
"6701","shun","sadness"
"6702","sib","trust"
"6703","sick","disgust"
"6704","sick","sadness"
"6705","sickening","anger"
"6706","sickening","disgust"
"6707","sickening","fear"
"6708","sickening","sadness"
"6709","sickly","disgust"
"6710","sickly","sadness"
"6711","sickness","disgust"
"6712","sickness","fear"
"6713","sickness","sadness"
"6714","signature","trust"
"6715","signify","anticipation"
"6716","silly","joy"
"6717","simmer","anger"
"6718","simmer","anticipation"
"6719","simmering","anticipation"
"6720","simplify","anticipation"
"6721","simplify","joy"
"6722","simplify","surprise"
"6723","simplify","trust"
"6724","sin","anger"
"6725","sin","disgust"
"6726","sin","fear"
"6727","sin","sadness"
"6728","sincere","trust"
"6729","sinful","anger"
"6730","sinful","disgust"
"6731","sinful","fear"
"6732","sinful","sadness"
"6733","sing","anticipation"
"6734","sing","joy"
"6735","sing","sadness"
"6736","sing","trust"
"6737","singularly","surprise"
"6738","sinister","anger"
"6739","sinister","disgust"
"6740","sinister","fear"
"6741","sinner","anger"
"6742","sinner","disgust"
"6743","sinner","fear"
"6744","sinner","sadness"
"6745","sinning","disgust"
"6746","sir","trust"
"6747","siren","fear"
"6748","sisterhood","anger"
"6749","sisterhood","sadness"
"6750","sisterhood","surprise"
"6751","sisterhood","trust"
"6752","sizzle","anger"
"6753","skewed","anger"
"6754","skewed","anticipation"
"6755","skid","anger"
"6756","skid","fear"
"6757","skid","sadness"
"6758","skillful","trust"
"6759","skirmish","anger"
"6760","slam","anger"
"6761","slam","fear"
"6762","slam","surprise"
"6763","slander","anger"
"6764","slander","disgust"
"6765","slap","anger"
"6766","slap","surprise"
"6767","slash","anger"
"6768","slaughter","anger"
"6769","slaughter","disgust"
"6770","slaughter","fear"
"6771","slaughter","sadness"
"6772","slaughter","surprise"
"6773","slaughterhouse","anger"
"6774","slaughterhouse","disgust"
"6775","slaughterhouse","fear"
"6776","slaughterhouse","sadness"
"6777","slaughtering","anger"
"6778","slaughtering","disgust"
"6779","slaughtering","fear"
"6780","slaughtering","sadness"
"6781","slaughtering","surprise"
"6782","slave","anger"
"6783","slave","fear"
"6784","slave","sadness"
"6785","slavery","anger"
"6786","slavery","disgust"
"6787","slavery","fear"
"6788","slavery","sadness"
"6789","slay","anger"
"6790","slayer","anger"
"6791","slayer","disgust"
"6792","slayer","fear"
"6793","slayer","sadness"
"6794","slayer","surprise"
"6795","slime","disgust"
"6796","slimy","disgust"
"6797","slip","surprise"
"6798","slop","disgust"
"6799","sloppy","disgust"
"6800","sloth","disgust"
"6801","sludge","disgust"
"6802","slug","disgust"
"6803","sluggish","sadness"
"6804","slum","disgust"
"6805","slump","sadness"
"6806","slur","anger"
"6807","slur","disgust"
"6808","slur","sadness"
"6809","slush","disgust"
"6810","slush","surprise"
"6811","slut","anger"
"6812","slut","disgust"
"6813","sly","anger"
"6814","sly","disgust"
"6815","sly","fear"
"6816","smack","anger"
"6817","smash","anger"
"6818","smash","fear"
"6819","smell","anger"
"6820","smell","disgust"
"6821","smelling","disgust"
"6822","smile","joy"
"6823","smile","surprise"
"6824","smile","trust"
"6825","smiling","joy"
"6826","smite","anger"
"6827","smite","fear"
"6828","smite","sadness"
"6829","smith","trust"
"6830","smother","anger"
"6831","smuggle","fear"
"6832","smuggler","anger"
"6833","smuggler","disgust"
"6834","smuggler","fear"
"6835","smut","disgust"
"6836","smut","fear"
"6837","snag","surprise"
"6838","snake","disgust"
"6839","snake","fear"
"6840","snare","fear"
"6841","snarl","anger"
"6842","snarl","disgust"
"6843","snarling","anger"
"6844","sneak","anger"
"6845","sneak","fear"
"6846","sneak","surprise"
"6847","sneaking","anticipation"
"6848","sneaking","fear"
"6849","sneaking","trust"
"6850","sneer","anger"
"6851","sneer","disgust"
"6852","sneeze","disgust"
"6853","sneeze","surprise"
"6854","snort","sadness"
"6855","sob","sadness"
"6856","sobriety","trust"
"6857","socialism","disgust"
"6858","socialism","fear"
"6859","socialist","anger"
"6860","socialist","disgust"
"6861","socialist","fear"
"6862","socialist","sadness"
"6863","soil","disgust"
"6864","soiled","disgust"
"6865","soldier","anger"
"6866","soldier","sadness"
"6867","solidarity","trust"
"6868","solidity","trust"
"6869","somatic","surprise"
"6870","somber","sadness"
"6871","sonar","anticipation"
"6872","sonnet","joy"
"6873","sonnet","sadness"
"6874","sonorous","joy"
"6875","soot","disgust"
"6876","soothing","joy"
"6877","soothing","trust"
"6878","sorcery","anticipation"
"6879","sorcery","fear"
"6880","sorcery","surprise"
"6881","sordid","anger"
"6882","sordid","disgust"
"6883","sordid","fear"
"6884","sordid","sadness"
"6885","sore","anger"
"6886","sore","sadness"
"6887","sorely","sadness"
"6888","soreness","disgust"
"6889","soreness","sadness"
"6890","sorrow","fear"
"6891","sorrow","sadness"
"6892","sorrowful","sadness"
"6893","sortie","fear"
"6894","soulless","disgust"
"6895","soulless","fear"
"6896","soulless","sadness"
"6897","soulmate","fear"
"6898","soundness","anticipation"
"6899","soundness","joy"
"6900","soundness","trust"
"6901","sour","disgust"
"6902","sovereign","trust"
"6903","spa","anticipation"
"6904","spa","joy"
"6905","spa","surprise"
"6906","spa","trust"
"6907","spaniel","joy"
"6908","spaniel","trust"
"6909","spank","anger"
"6910","spank","fear"
"6911","spank","sadness"
"6912","spanking","anger"
"6913","sparkle","anticipation"
"6914","sparkle","joy"
"6915","sparkle","surprise"
"6916","spasm","fear"
"6917","spat","anger"
"6918","spear","anger"
"6919","spear","anticipation"
"6920","spear","fear"
"6921","special","joy"
"6922","specialist","trust"
"6923","specialize","trust"
"6924","speck","disgust"
"6925","spectacular","anticipation"
"6926","spectacular","surprise"
"6927","specter","fear"
"6928","specter","sadness"
"6929","speculation","fear"
"6930","speculation","sadness"
"6931","speculative","anticipation"
"6932","spew","disgust"
"6933","spider","disgust"
"6934","spider","fear"
"6935","spike","fear"
"6936","spine","anger"
"6937","spinster","fear"
"6938","spinster","sadness"
"6939","spirits","anticipation"
"6940","spirits","joy"
"6941","spirits","surprise"
"6942","spit","disgust"
"6943","spite","anger"
"6944","spiteful","anger"
"6945","splash","surprise"
"6946","splendid","joy"
"6947","splendid","surprise"
"6948","splendor","anticipation"
"6949","splendor","joy"
"6950","splendor","surprise"
"6951","splitting","sadness"
"6952","spoil","disgust"
"6953","spoiler","sadness"
"6954","spokesman","trust"
"6955","sponsor","trust"
"6956","spook","fear"
"6957","spotless","trust"
"6958","spouse","joy"
"6959","spouse","trust"
"6960","sprain","sadness"
"6961","sprite","fear"
"6962","spur","fear"
"6963","spurious","disgust"
"6964","squall","fear"
"6965","squall","sadness"
"6966","squeamish","disgust"
"6967","squeamish","fear"
"6968","squelch","anger"
"6969","squelch","disgust"
"6970","squirm","disgust"
"6971","stab","anger"
"6972","stab","fear"
"6973","stab","sadness"
"6974","stab","surprise"
"6975","stable","trust"
"6976","stagger","surprise"
"6977","stagnant","sadness"
"6978","stain","disgust"
"6979","stalemate","anger"
"6980","stalemate","disgust"
"6981","stalk","fear"
"6982","stall","disgust"
"6983","stamina","trust"
"6984","standoff","anger"
"6985","standoff","fear"
"6986","standstill","anger"
"6987","star","anticipation"
"6988","star","joy"
"6989","star","trust"
"6990","stark","trust"
"6991","starry","anticipation"
"6992","starry","joy"
"6993","start","anticipation"
"6994","startle","fear"
"6995","startle","surprise"
"6996","startling","surprise"
"6997","starvation","fear"
"6998","starvation","sadness"
"6999","statement","trust"
"7000","statistical","trust"
"7001","steadfast","trust"
"7002","steady","surprise"
"7003","steady","trust"
"7004","steal","anger"
"7005","steal","fear"
"7006","steal","sadness"
"7007","stealing","disgust"
"7008","stealing","fear"
"7009","stealth","surprise"
"7010","stealthily","surprise"
"7011","stealthy","anticipation"
"7012","stealthy","fear"
"7013","stealthy","surprise"
"7014","sterile","sadness"
"7015","sterling","anger"
"7016","sterling","anticipation"
"7017","sterling","joy"
"7018","sterling","trust"
"7019","steward","trust"
"7020","sticky","disgust"
"7021","stifled","anger"
"7022","stifled","fear"
"7023","stifled","sadness"
"7024","stigma","anger"
"7025","stigma","disgust"
"7026","stigma","fear"
"7027","stigma","sadness"
"7028","stillborn","sadness"
"7029","stillness","fear"
"7030","stillness","sadness"
"7031","sting","anger"
"7032","sting","fear"
"7033","stingy","anger"
"7034","stingy","disgust"
"7035","stingy","fear"
"7036","stingy","sadness"
"7037","stink","disgust"
"7038","stinking","disgust"
"7039","stint","fear"
"7040","stint","sadness"
"7041","stolen","anger"
"7042","stomach","disgust"
"7043","stone","anger"
"7044","stools","disgust"
"7045","store","anticipation"
"7046","storm","anger"
"7047","storming","anger"
"7048","stormy","fear"
"7049","straightforward","trust"
"7050","strained","anger"
"7051","straits","fear"
"7052","stranger","fear"
"7053","strangle","anger"
"7054","strangle","disgust"
"7055","strangle","fear"
"7056","strangle","sadness"
"7057","strangle","surprise"
"7058","strategist","anticipation"
"7059","strategist","trust"
"7060","strength","trust"
"7061","strengthening","joy"
"7062","strengthening","trust"
"7063","stretcher","fear"
"7064","stretcher","sadness"
"7065","stricken","sadness"
"7066","strife","anger"
"7067","strike","anger"
"7068","strip","sadness"
"7069","stripped","anger"
"7070","stripped","anticipation"
"7071","stripped","disgust"
"7072","stripped","fear"
"7073","stripped","sadness"
"7074","strive","anticipation"
"7075","stroke","fear"
"7076","stroke","sadness"
"7077","structural","trust"
"7078","structure","trust"
"7079","struggle","anger"
"7080","struggle","fear"
"7081","struggle","sadness"
"7082","stunned","fear"
"7083","stunned","surprise"
"7084","sty","disgust"
"7085","subito","surprise"
"7086","subjected","sadness"
"7087","subjugation","anger"
"7088","subjugation","disgust"
"7089","subjugation","fear"
"7090","subjugation","sadness"
"7091","sublimation","joy"
"7092","submit","anticipation"
"7093","subordinate","fear"
"7094","subscribe","anticipation"
"7095","subsidence","sadness"
"7096","subsidy","anger"
"7097","subsidy","disgust"
"7098","substantiate","trust"
"7099","subversion","anger"
"7100","subversion","fear"
"7101","subversive","anger"
"7102","subversive","surprise"
"7103","subvert","disgust"
"7104","subvert","fear"
"7105","subvert","sadness"
"7106","succeed","anticipation"
"7107","succeed","joy"
"7108","succeed","surprise"
"7109","succeed","trust"
"7110","succeeding","anticipation"
"7111","succeeding","joy"
"7112","succeeding","trust"
"7113","success","anticipation"
"7114","success","joy"
"7115","successful","anticipation"
"7116","successful","joy"
"7117","successful","trust"
"7118","sucker","anger"
"7119","sudden","surprise"
"7120","suddenly","surprise"
"7121","sue","anger"
"7122","sue","sadness"
"7123","sufferer","fear"
"7124","sufferer","sadness"
"7125","suffering","disgust"
"7126","suffering","fear"
"7127","suffering","sadness"
"7128","suffocating","disgust"
"7129","suffocating","fear"
"7130","suffocating","sadness"
"7131","suffocation","anger"
"7132","suffocation","fear"
"7133","suggest","trust"
"7134","suicidal","anger"
"7135","suicidal","disgust"
"7136","suicidal","fear"
"7137","suicidal","sadness"
"7138","suicide","anger"
"7139","suicide","fear"
"7140","suicide","sadness"
"7141","sullen","anger"
"7142","sullen","sadness"
"7143","sultan","fear"
"7144","sump","disgust"
"7145","sun","anticipation"
"7146","sun","joy"
"7147","sun","surprise"
"7148","sun","trust"
"7149","sundial","anticipation"
"7150","sundial","trust"
"7151","sunk","disgust"
"7152","sunk","fear"
"7153","sunk","sadness"
"7154","sunny","anticipation"
"7155","sunny","joy"
"7156","sunny","surprise"
"7157","sunset","anticipation"
"7158","sunshine","joy"
"7159","superman","joy"
"7160","superman","trust"
"7161","superstar","joy"
"7162","superstar","trust"
"7163","superstition","fear"
"7164","superstitious","anticipation"
"7165","superstitious","fear"
"7166","supplication","trust"
"7167","supporter","joy"
"7168","supporter","trust"
"7169","supporting","trust"
"7170","suppress","anger"
"7171","suppress","fear"
"7172","suppress","sadness"
"7173","suppression","anger"
"7174","suppression","disgust"
"7175","suppression","fear"
"7176","supremacy","anger"
"7177","supremacy","anticipation"
"7178","supremacy","fear"
"7179","supremacy","joy"
"7180","supremacy","surprise"
"7181","supremacy","trust"
"7182","surcharge","anger"
"7183","surety","trust"
"7184","surge","surprise"
"7185","surgery","fear"
"7186","surgery","sadness"
"7187","surly","anger"
"7188","surly","disgust"
"7189","surprise","fear"
"7190","surprise","joy"
"7191","surprise","surprise"
"7192","surprised","surprise"
"7193","surprising","surprise"
"7194","surprisingly","anticipation"
"7195","surprisingly","surprise"
"7196","surrender","fear"
"7197","surrender","sadness"
"7198","surrendering","sadness"
"7199","surrogate","trust"
"7200","surround","anticipation"
"7201","surveillance","fear"
"7202","suspect","fear"
"7203","suspense","anticipation"
"7204","suspense","fear"
"7205","suspense","surprise"
"7206","suspension","fear"
"7207","suspicion","fear"
"7208","suspicious","anger"
"7209","suspicious","anticipation"
"7210","swamp","disgust"
"7211","swamp","fear"
"7212","swampy","disgust"
"7213","swampy","fear"
"7214","swarm","disgust"
"7215","swastika","anger"
"7216","swastika","fear"
"7217","swear","trust"
"7218","sweat","fear"
"7219","sweet","anticipation"
"7220","sweet","joy"
"7221","sweet","surprise"
"7222","sweet","trust"
"7223","sweetheart","anticipation"
"7224","sweetheart","joy"
"7225","sweetheart","sadness"
"7226","sweetheart","trust"
"7227","sweets","anticipation"
"7228","sweets","joy"
"7229","swelling","fear"
"7230","swerve","fear"
"7231","swerve","surprise"
"7232","swig","disgust"
"7233","swim","anticipation"
"7234","swim","fear"
"7235","swim","joy"
"7236","swine","disgust"
"7237","symmetry","joy"
"7238","symmetry","trust"
"7239","sympathetic","fear"
"7240","sympathetic","joy"
"7241","sympathetic","sadness"
"7242","sympathetic","trust"
"7243","sympathize","sadness"
"7244","sympathy","sadness"
"7245","symphony","anticipation"
"7246","symphony","joy"
"7247","synchronize","anticipation"
"7248","synchronize","joy"
"7249","synchronize","surprise"
"7250","synchronize","trust"
"7251","syncope","fear"
"7252","syncope","sadness"
"7253","syncope","surprise"
"7254","synergistic","trust"
"7255","synod","trust"
"7256","synonymous","fear"
"7257","synonymous","trust"
"7258","syringe","fear"
"7259","system","trust"
"7260","taboo","disgust"
"7261","taboo","fear"
"7262","tabulate","anticipation"
"7263","tackle","anger"
"7264","tackle","surprise"
"7265","tactics","fear"
"7266","tactics","trust"
"7267","taint","sadness"
"7268","talons","anger"
"7269","talons","fear"
"7270","tandem","trust"
"7271","tantalizing","anticipation"
"7272","tantalizing","joy"
"7273","tantalizing","surprise"
"7274","tantamount","trust"
"7275","tariff","anger"
"7276","tariff","disgust"
"7277","tarnish","disgust"
"7278","tarnish","sadness"
"7279","tasteless","disgust"
"7280","taught","trust"
"7281","taunt","anger"
"7282","taunt","fear"
"7283","taunt","sadness"
"7284","tawny","disgust"
"7285","tax","sadness"
"7286","teach","joy"
"7287","teach","surprise"
"7288","teach","trust"
"7289","teacher","trust"
"7290","team","trust"
"7291","tearful","disgust"
"7292","tearful","fear"
"7293","tearful","sadness"
"7294","tease","anger"
"7295","tease","anticipation"
"7296","tease","sadness"
"7297","teasing","anger"
"7298","teasing","fear"
"7299","teeming","disgust"
"7300","temperate","trust"
"7301","tempest","anger"
"7302","tempest","anticipation"
"7303","tempest","fear"
"7304","tempest","sadness"
"7305","tempest","surprise"
"7306","tender","joy"
"7307","tender","trust"
"7308","tenderness","joy"
"7309","tension","anger"
"7310","terminal","fear"
"7311","terminal","sadness"
"7312","terminate","sadness"
"7313","termination","sadness"
"7314","termite","disgust"
"7315","terrible","anger"
"7316","terrible","disgust"
"7317","terrible","fear"
"7318","terrible","sadness"
"7319","terribly","sadness"
"7320","terrific","sadness"
"7321","terror","fear"
"7322","terrorism","anger"
"7323","terrorism","disgust"
"7324","terrorism","fear"
"7325","terrorism","sadness"
"7326","terrorist","anger"
"7327","terrorist","disgust"
"7328","terrorist","fear"
"7329","terrorist","sadness"
"7330","terrorist","surprise"
"7331","terrorize","anger"
"7332","terrorize","fear"
"7333","terrorize","sadness"
"7334","testament","anticipation"
"7335","testament","trust"
"7336","testimony","trust"
"7337","tetanus","disgust"
"7338","thankful","joy"
"7339","thanksgiving","joy"
"7340","theft","anger"
"7341","theft","disgust"
"7342","theft","fear"
"7343","theft","sadness"
"7344","theism","disgust"
"7345","theocratic","anger"
"7346","theocratic","fear"
"7347","theocratic","sadness"
"7348","theocratic","trust"
"7349","theological","trust"
"7350","theology","anticipation"
"7351","theorem","trust"
"7352","theory","anticipation"
"7353","theory","trust"
"7354","therapeutic","joy"
"7355","therapeutic","trust"
"7356","thermocouple","anticipation"
"7357","thermometer","trust"
"7358","thief","anger"
"7359","thief","disgust"
"7360","thief","fear"
"7361","thief","sadness"
"7362","thief","surprise"
"7363","thirst","anticipation"
"7364","thirst","sadness"
"7365","thirst","surprise"
"7366","thirteenth","fear"
"7367","thorny","fear"
"7368","thought","anticipation"
"7369","thoughtful","trust"
"7370","thoughtless","anger"
"7371","thoughtless","disgust"
"7372","thrash","anger"
"7373","thrash","disgust"
"7374","thrash","fear"
"7375","thrash","sadness"
"7376","threat","anger"
"7377","threat","fear"
"7378","threaten","anger"
"7379","threaten","anticipation"
"7380","threaten","fear"
"7381","threatening","anger"
"7382","threatening","disgust"
"7383","threatening","fear"
"7384","thresh","anger"
"7385","thresh","fear"
"7386","thresh","sadness"
"7387","thrift","disgust"
"7388","thrift","trust"
"7389","thrill","anticipation"
"7390","thrill","fear"
"7391","thrill","joy"
"7392","thrill","surprise"
"7393","thrilling","anticipation"
"7394","thrilling","joy"
"7395","thrilling","surprise"
"7396","thriving","anticipation"
"7397","thriving","joy"
"7398","throb","fear"
"7399","throb","sadness"
"7400","throne","trust"
"7401","throttle","anger"
"7402","thug","anger"
"7403","thug","disgust"
"7404","thug","fear"
"7405","thump","anger"
"7406","thumping","fear"
"7407","thundering","anger"
"7408","thundering","fear"
"7409","thwart","surprise"
"7410","tickle","anticipation"
"7411","tickle","joy"
"7412","tickle","surprise"
"7413","tickle","trust"
"7414","tiff","anger"
"7415","tighten","anger"
"7416","time","anticipation"
"7417","timid","fear"
"7418","timid","sadness"
"7419","timidity","anticipation"
"7420","timidity","fear"
"7421","tinsel","joy"
"7422","tirade","anger"
"7423","tirade","disgust"
"7424","title","trust"
"7425","toad","disgust"
"7426","toast","joy"
"7427","toilet","disgust"
"7428","tolerate","anger"
"7429","tolerate","sadness"
"7430","tomb","sadness"
"7431","tomorrow","anticipation"
"7432","toothache","fear"
"7433","top","anticipation"
"7434","top","trust"
"7435","topple","surprise"
"7436","torment","anger"
"7437","torment","fear"
"7438","torment","sadness"
"7439","tornado","fear"
"7440","torpedo","anger"
"7441","torrent","fear"
"7442","tortious","anger"
"7443","tortious","disgust"
"7444","torture","anger"
"7445","torture","anticipation"
"7446","torture","disgust"
"7447","torture","fear"
"7448","torture","sadness"
"7449","touchy","anger"
"7450","touchy","sadness"
"7451","tough","sadness"
"7452","toughness","anger"
"7453","toughness","fear"
"7454","toughness","trust"
"7455","towering","anticipation"
"7456","towering","fear"
"7457","toxic","disgust"
"7458","toxin","fear"
"7459","track","anticipation"
"7460","tract","fear"
"7461","trade","trust"
"7462","tragedy","fear"
"7463","tragedy","sadness"
"7464","trainer","trust"
"7465","traitor","anger"
"7466","traitor","disgust"
"7467","traitor","fear"
"7468","traitor","sadness"
"7469","tramp","disgust"
"7470","tramp","fear"
"7471","tramp","sadness"
"7472","tranquil","joy"
"7473","tranquility","joy"
"7474","tranquility","trust"
"7475","transaction","trust"
"7476","transcendence","anticipation"
"7477","transcendence","joy"
"7478","transcendence","surprise"
"7479","transcendence","trust"
"7480","transcript","trust"
"7481","transitional","anticipation"
"7482","translation","trust"
"7483","trash","disgust"
"7484","trash","sadness"
"7485","trashy","disgust"
"7486","traumatic","anger"
"7487","traumatic","fear"
"7488","traumatic","sadness"
"7489","travesty","disgust"
"7490","travesty","fear"
"7491","travesty","sadness"
"7492","treacherous","anger"
"7493","treacherous","disgust"
"7494","treacherous","fear"
"7495","treachery","anger"
"7496","treachery","fear"
"7497","treachery","sadness"
"7498","treachery","surprise"
"7499","treadmill","anticipation"
"7500","treason","anger"
"7501","treason","disgust"
"7502","treason","fear"
"7503","treason","surprise"
"7504","treasure","anticipation"
"7505","treasure","joy"
"7506","treasure","trust"
"7507","treasurer","trust"
"7508","treat","anger"
"7509","treat","anticipation"
"7510","treat","disgust"
"7511","treat","fear"
"7512","treat","joy"
"7513","treat","sadness"
"7514","treat","surprise"
"7515","treat","trust"
"7516","tree","anger"
"7517","tree","anticipation"
"7518","tree","disgust"
"7519","tree","joy"
"7520","tree","surprise"
"7521","tree","trust"
"7522","trembling","fear"
"7523","tremor","anger"
"7524","tremor","anticipation"
"7525","tremor","fear"
"7526","tremor","sadness"
"7527","trepidation","anticipation"
"7528","trepidation","fear"
"7529","trepidation","surprise"
"7530","trespass","anger"
"7531","tribe","trust"
"7532","tribulation","fear"
"7533","tribulation","sadness"
"7534","tribunal","anticipation"
"7535","tribunal","disgust"
"7536","tribunal","fear"
"7537","tribunal","trust"
"7538","tribune","trust"
"7539","tributary","anticipation"
"7540","trick","surprise"
"7541","trickery","anger"
"7542","trickery","disgust"
"7543","trickery","fear"
"7544","trickery","sadness"
"7545","trickery","surprise"
