,vader,textblob,huliu,syuzhet,jockers_rinker,sentiword,senticnet
5365,-0.2382,0.0,1.0,1.55,1.55,0.875,1.011
5366,0.1154,0.0,1.0,0.5,0.5,0.25,-1.402
5367,0.0,0.0,0.0,-0.4,-0.4,-0.6666666666666667,-0.2469999999999999
5368,0.3182,0.5,0.0,0.0,0.0,0.25,-0.76
5369,0.2263,0.6,1.0,0.5,0.5,0.0625,1.569
5370,0.0,0.0,0.0,0.0,0.0,0.0,-0.14
5371,-0.296,0.0,0.0,0.0,0.0,-0.25,-0.092
5372,-0.25,0.0,0.0,-0.6,-0.6,0.125,-0.0529999999999999
5373,0.0,-0.35,-1.0,-0.25,-0.25,0.4166666666666667,1.5589999999999995
5374,0.0,-0.35,0.0,-0.25,-0.25,-0.1666666666666666,-0.7869999999999999
5375,-0.631,-0.12,-1.0,-0.5,-0.5,0.625,-0.3319999999999999
5376,0.7506,1.0,1.0,0.75,0.75,0.5625,0.353
5377,-0.5927,0.0,-1.0,-0.5,-0.5,-0.625,-1.403
5378,-0.4404,0.0,-1.0,-0.75,-0.75,0.0,-0.3670000000000001
5379,0.0,0.0,0.0,0.0,0.0,0.0,-1.38
5380,0.4019,0.26,0.0,0.3,0.3,-0.7416666666666669,5.657
5381,0.0,0.12,0.0,1.0,0.0,-0.954166666666667,1.1369999999999998
5382,0.0,0.0,0.0,0.0,0.0,0.25,-0.4950000000000001
5383,-0.0803,0.0,0.0,0.0,0.0,-0.25,0.6910000000000001
5384,-0.4588,0.0,0.0,-0.65,-0.65,0.0,1.125
5385,0.0,0.05,0.0,0.0,0.0,0.5333333333333337,0.127
5386,-0.296,0.0,0.0,0.0,0.0,0.3,0.6970000000000001
5387,0.4939,0.16,0.0,-0.25,-0.25,0.125,0.638
5388,-0.296,0.0,0.0,0.4,0.4,0.625,0.188
5389,0.0,0.0,0.0,0.0,0.0,0.0,-0.644
5390,0.0,-0.1,0.0,0.0,0.0,-0.125,1.122
5391,0.0,0.0,0.0,0.0,0.0,0.125,0.108
5392,0.0,0.0,0.0,0.0,0.0,-0.5125,1.417
5393,-0.4019,0.0,-1.0,-1.25,-1.25,-0.4875,1.395
5394,0.4939,0.4,0.0,0.0,0.0,0.375,-0.0499999999999998
5395,0.4939,0.1,0.0,0.0,0.0,0.0,1.077
5396,-0.7906,0.05,-2.0,-0.4,-0.4,0.4166666666666669,-0.7569999999999999
5397,-0.4767,-0.12,-1.0,-0.75,-0.75,-0.15625,-0.093
5398,0.0,0.13,0.0,0.8,0.8,-0.1458333333333333,2.3760000000000003
5399,0.1779,0.06,-1.0,-1.3,-1.3,-0.5,0.0379999999999999
5400,0.0,0.0,1.0,0.6,0.6,0.4375,0.754
5401,0.0,0.1,-1.0,-0.8,-0.8,-0.979166666666667,-0.3229999999999999
5402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5403,-0.2732,0.14,1.0,0.8,0.8,-0.3125,0.438
5404,-0.5719,-0.11,1.0,0.25,0.25,0.333333333333333,1.531
5405,0.0,0.0,0.0,0.0,0.0,-0.25,1.843
5406,0.0,0.0,0.0,0.0,0.0,-0.125,-0.52
5407,0.0,0.0,0.0,0.0,0.0,0.0,-0.678
5408,0.0,0.0,-1.0,-0.25,-0.25,-0.4791666666666669,3.22
5409,0.4019,0.37,1.0,0.75,0.75,-0.325,0.371
5410,0.0,-0.07,0.0,0.0,0.0,-0.875,0.046
5411,0.0,0.0,0.0,0.0,0.0,0.25,1.364
5412,0.0,0.0,0.0,0.0,0.0,0.1875,0.138
5413,0.0,-0.05,-1.0,-0.5,-0.5,1.3125,1.083
5414,0.0,0.0,0.0,0.0,0.0,0.0,0.571
5415,0.0,0.0,0.0,0.65,0.65,0.1458333333333329,-0.098
5416,-0.3657,-0.25,1.0,0.8,0.8,0.0,0.6990000000000001
5417,0.0,0.0,0.0,0.0,0.0,0.125,0.0
5418,0.0,0.0,0.0,-0.8,-0.8,0.0,0.0
5419,0.0,0.0,-1.0,-0.25,-0.25,0.0625,0.284
5420,0.0,-0.25,0.0,0.0,0.0,0.0,0.058
5421,-0.1779,0.0,0.0,1.15,1.15,0.5,-0.198
5422,0.0,0.0,0.0,0.25,0.25,0.5,1.156
5423,0.0,0.0,0.0,0.6,0.6,0.1375,0.139
5424,0.0,-0.1,-2.0,-1.0,-1.0,0.0,-1.4
5425,-0.7096,-0.5,-2.0,-1.25,-2.25,-0.625,-0.569
5426,0.0,0.0,0.0,0.0,0.0,-0.125,-0.737
5427,-0.3491,-0.09,2.0,0.5,0.5,0.25,0.975
5428,-0.4215,-0.1,-1.0,-1.0,-1.0,0.6875,-0.1320000000000001
5429,-0.0572,0.14,0.0,0.0,0.0,0.5,0.579
5430,0.0,0.5,0.0,0.0,0.0,-0.0625,0.038
5431,-0.4939,0.0,-1.0,-1.0,-1.0,0.375,0.094
5432,0.0,0.0,0.0,0.0,0.0,0.0,-0.3159999999999999
5433,-0.296,0.0,0.0,0.0,0.0,0.0,-0.2009999999999999
5434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5435,0.7269,0.0,2.0,1.5,1.5,0.1875,0.656
5436,0.0,-0.1,0.0,-1.25,-1.25,-0.3541666666666669,1.211
5437,-0.4215,0.0,-2.0,-1.5,-1.5,0.0,0.057
5438,0.7351,0.4,1.0,1.1,1.1,1.0,0.949
5439,-0.1531,0.0,-2.0,-1.6,-1.6,1.0625,-0.015
5440,0.0,0.0,0.0,0.0,0.0,0.34375,0.292
5441,0.0,0.0,1.0,0.0,1.0,0.25,0.138
5442,0.0,0.0,0.0,0.0,0.0,0.625,1.226
5443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5444,0.0516,0.0,1.0,-0.0999999999999999,-0.0999999999999999,-0.325,1.403
5445,-0.4767,0.0,-1.0,-0.5,-0.5,-0.1875,-0.262
5446,-0.4939,-0.1,-1.0,-0.75,-0.75,-0.533333333333333,0.593
5447,0.3612,-0.02,1.0,0.5,0.5,-0.75,-0.0129999999999999
5448,0.0,0.0,0.0,0.0,0.0,0.425,1.378
5449,0.0,0.0,0.0,0.25,0.25,0.0625,-0.511
5450,0.0,0.0,0.0,0.0,0.0,0.708333333333333,-0.648
5451,0.4585,0.0,0.0,-0.9,-0.9,-0.4375,-0.86
5452,-0.34,0.0,-1.0,-0.5,-0.5,0.0,0.0
5453,-0.4767,0.0,-1.0,-0.75,-0.75,-0.34375,-0.17
5454,0.0,0.0,0.0,0.8,0.8,0.3875,0.417
5455,0.0,0.0,0.0,0.25,0.25,0.205357142857143,0.4499999999999999
5456,-0.7564,-0.3,-2.0,-1.25,-1.25,-0.59375,-0.7959999999999999
5457,0.0772,0.0,0.0,0.0,0.0,0.3125,0.27
5458,0.4404,0.19,1.0,0.75,0.75,1.017857142857143,0.2059999999999999
5459,-0.5267,0.0,-1.0,-0.5,-0.5,0.0,0.0
5460,0.6249,0.15,1.0,0.75,0.75,-0.482142857142857,0.118
5461,0.0,0.0,0.0,0.0,0.0,-0.125,0.049
5462,-0.1531,0.0,0.0,-0.25,-0.25,0.5,-1.4369999999999998
5463,0.0,0.0,0.0,0.0,0.0,0.5,0.526
5464,0.0,0.0,0.0,0.0,0.0,0.125,0.517
5465,0.0,0.25,1.0,-0.25,-0.25,0.21875,-0.527
5466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5468,-0.5267,-0.15,-2.0,-1.1,-1.1,0.30952380952381,-0.7060000000000001
5469,0.4404,0.7,1.0,0.75,0.75,0.361607142857143,0.345
5470,0.0,0.0,0.0,0.0,0.0,0.2,0.038
5471,0.4404,0.25,1.0,0.75,0.75,0.125,0.1520000000000001
5472,-0.5106,0.0,0.0,-0.5,-0.5,-0.21875,0.024
5473,-0.0772,0.7,-1.0,0.05,0.05,-0.3125,0.2069999999999999
5474,0.0,0.5,0.0,0.0,0.0,0.0,-0.76
5475,0.0,-0.1,0.0,0.0,0.0,-1.0,-0.3389999999999999
5476,0.4939,0.0,0.0,0.0,0.0,0.4083333333333329,1.615
5477,-0.647,-0.12,-3.0,-1.5,-1.5,-1.325,-3.209
5478,0.5574,0.42,0.0,0.0,0.0,0.029166666666667,0.235
5479,0.0,0.4,1.0,0.7,0.7,0.125,-0.017
5480,0.1027,-0.2,-2.0,-1.0,-1.0,-0.59375,0.7030000000000001
5481,-0.4215,0.0,-1.0,-0.5,-0.5,-0.5,-0.81
5482,0.0,0.0,0.0,0.0,0.0,-0.3125,-0.52
5483,-0.6369,-0.07,0.0,0.0,0.0,-0.794642857142857,0.741
5484,0.0,0.0,0.0,0.25,0.25,-0.25,0.0439999999999999
5485,-0.5106,0.0,-1.0,-0.75,-0.75,-0.5,-0.57
5486,0.0,0.5,-1.0,-0.5,-0.5,-0.0416666666666669,-0.74
5487,0.0,0.0,0.0,0.0,0.0,-0.34375,0.136
5488,-0.4939,0.0,-1.0,-0.15,-0.15,-0.25,0.692
5489,0.0,-0.12,0.0,-0.25,-0.25,0.125,2.3400000000000003
5490,-0.5106,-0.71,-1.0,-0.75,-0.75,-0.875,-1.08
5491,0.0,0.0,0.0,0.0,0.0,-0.125,0.136
5492,0.0,0.0,1.0,1.0,1.0,-0.5,1.16
5493,-0.5994,-0.11,-1.0,-1.0,-1.0,0.0,-0.183
5494,0.0,0.2,0.0,0.0,0.0,0.608333333333333,-0.001
5495,0.0,0.0,0.0,0.0,0.0,-0.0625,0.0
5496,0.4767,0.5,1.0,-0.3,-0.3,-0.25,0.778
5497,-0.9231,-0.32,-2.0,-2.65,-2.65,-0.125,0.52
5498,-0.7579,-0.5,-2.0,-1.25,-1.25,-0.958333333333333,-0.2669999999999999
5499,0.0,0.0,-1.0,-0.25,-0.25,-0.1458333333333333,0.53
5500,-0.2311,0.25,-2.0,-1.75,-1.75,-1.4375,0.121
5501,0.2732,0.0,1.0,0.9,0.9,-0.5194,1.883
5502,-0.5256,-0.5,-1.0,-0.35,-0.35,-0.15625,-1.35
5503,0.3182,0.0,0.0,1.0,1.0,0.125,1.647
5504,-0.5106,-0.29,0.0,-0.4499999999999999,-0.4499999999999999,1.2306,0.586
5505,0.2083,0.5,3.0,2.55,2.55,-0.1875,1.023
5506,-0.0772,-0.03,-1.0,-0.25,-0.75,0.2665,0.162
5507,0.128,0.0,0.0,0.0,0.0,0.125,0.1089999999999999
5508,0.3919,0.21,0.0,0.8,0.0,-0.5625,0.23
5509,-0.2748,0.11,0.0,0.6,0.6,0.21875,-0.674
5510,0.0,0.0,0.0,0.0,0.0,-0.625,1.0779999999999998
5511,0.3612,0.5,2.0,1.5,1.5,0.875,2.967
5512,0.7506,0.14,2.0,1.9,1.9,1.0625,2.181
5513,0.0,0.0,0.0,0.0,0.0,0.0625,0.575
5514,-0.5106,0.0,0.0,-1.35,-1.35,-1.1875,-0.179
5515,0.0,0.0,0.0,-1.0,-1.0,-0.25,-0.009
5516,-0.5106,0.0,-1.0,-0.75,-0.75,0.135416666666667,2.145
5517,0.0,0.29,1.0,0.8,0.8,0.3125,-0.288
5518,-0.7418,-0.32,-1.0,0.5,0.5,0.5125,2.008
5519,-0.3425,-0.5,0.0,-0.55,-0.55,-1.325,-0.953
5520,-0.4019,-0.31,0.0,0.0,0.0,0.125,0.581
5521,-0.7506,-0.7,-2.0,-1.25,-1.25,-0.416666666666667,-1.13
5522,0.0,0.29,1.0,0.8,0.8,0.1875,0.671
5523,0.34,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.105
5524,-0.3818,-0.8,-1.0,-0.75,-0.75,-0.25,-0.29
5525,0.2755,0.2,0.0,-0.55,-0.8,0.25,-0.72
5526,-0.6705,0.0,-1.0,-1.0,-1.0,-0.5,1.518
5527,-0.8225,-0.9,-1.0,-1.0,-1.0,-0.75,-0.8200000000000001
5528,-0.3612,-0.59,-1.0,-0.75,-0.75,-0.625,-0.12
5529,0.0,0.0,0.0,0.0,0.0,-0.6875,-1.274
5530,-0.7783,-0.13,-1.0,-0.5,-0.5,0.5,-0.03
5531,-0.6369,0.0,-4.0,-1.65,-1.65,-0.714285714285714,-1.89
5532,0.0,0.0,0.0,0.0,0.0,-0.375,0.7709999999999999
5533,0.0,0.0,0.0,0.0,0.0,-0.125,0.0
5534,0.0,0.0,0.0,0.0,0.0,0.166666666666667,0.238
5535,0.0,0.0,0.0,0.0,0.0,0.0,-0.475
5536,-0.872,0.0,-2.0,-2.25,-2.25,-0.65625,-0.4950000000000001
5537,-0.5267,0.0,-2.0,-1.25,-1.25,-0.375,-1.2959999999999998
5538,0.4939,0.0,0.0,1.1,1.1,-0.04375,2.064
5539,0.0,0.0,0.0,0.0,0.0,-0.125,-1.34
5540,0.0,0.3,1.0,1.1,1.1,1.8125,3.744
5541,-0.6115,0.6,-1.0,0.0,0.0,0.075,0.1159999999999999
5542,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5543,-0.34,-0.35,0.0,-1.15,-1.15,0.0,1.747
5544,0.0,0.29,1.0,0.8,0.8,0.1875,0.7740000000000001
5545,-0.4767,-1.0,-1.0,-0.75,-0.75,-0.75,-0.9
5546,0.0,0.0,0.0,0.0,0.0,0.0,-0.55
5547,0.0,0.0,0.0,0.0,0.0,-0.75,1.399
5548,-0.4767,-1.0,-1.0,-0.75,-0.75,-0.75,-0.9
5549,0.0,0.0,0.0,0.0,0.0,-0.25,-0.065
5550,-0.6808,0.0,-1.0,-1.0,-1.0,0.0,0.0
5551,-0.4939,0.0,0.0,0.0,0.0,0.0,0.517
5552,-0.1531,0.0,1.0,0.25,0.25,0.0,-0.27
5553,0.0,0.0,0.0,0.0,0.0,-0.5,0.815
5554,0.0,0.0,0.0,0.0,0.0,-0.25,0.772
5555,0.0,-0.31,0.0,0.0,0.0,0.25,1.098
5556,0.0,0.0,0.0,0.0,0.0,0.0,-0.86
5557,0.0,0.0,0.0,0.0,0.0,0.375,0.0
5558,0.0,0.04,0.0,0.0,0.0,-0.09375,-0.573
5559,0.2023,0.31,0.0,0.5,0.0,0.375,0.118
5560,-0.5719,0.0,-1.0,-0.5,-0.5,-0.5,0.008
5561,0.3612,0.0,0.0,0.25,0.25,0.729166666666667,1.749
5562,0.0,0.0,0.0,0.0,0.0,-0.0625,0.107
5563,0.0,0.25,0.0,0.0,0.0,0.925,2.427
5564,-0.25,0.0,0.0,0.0,0.0,0.125,0.5970000000000001
5565,-0.5334,0.0,0.0,1.0,1.0,-0.125,0.943
5566,0.0,-0.16,0.0,0.1,0.1,-0.364583333333333,-0.1709999999999999
5567,0.0,0.0,0.0,0.0,0.0,0.30952380952381,-0.8650000000000001
5568,0.4939,-0.08,0.0,-0.1999999999999999,-0.1999999999999999,1.0625,0.6749999999999999
5569,-0.1849,-0.45,-1.0,-1.0,-1.0,0.3125,-0.76
5570,0.0,0.0,0.0,0.0,0.0,-0.325,0.833
5571,0.0,-0.15,0.0,1.25,1.25,0.625,1.537
5572,0.6002,0.0,0.0,0.0,0.0,0.125,-0.5279999999999999
5573,0.4019,-0.33,0.0,0.5,0.5,0.75,0.63
5574,0.0,0.0,0.0,0.0,0.0,-0.5,0.032
5575,0.0,0.32,0.0,0.8,0.8,-0.0416666666666669,1.323
5576,0.0,-0.2,0.0,0.0,0.0,0.375,-0.55
5577,0.0,0.0,0.0,0.0,0.0,0.125,0.4229999999999998
5578,-0.357,0.0,1.0,0.75,0.75,0.25,2.503
5579,-0.631,0.12,-1.0,-0.35,-0.35,0.704,1.991
5580,0.1406,-0.05,1.0,0.85,0.85,0.572916666666667,0.8550000000000003
5581,0.0,0.0,-1.0,-0.5,-0.5,0.325,-0.5319999999999999
5582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5583,0.0772,0.0,-1.0,-0.35,-0.35,-0.125,-1.58
5584,0.0,-0.07,0.0,-1.0,-1.0,-0.5,0.7859999999999998
5585,0.0,0.0,0.0,0.0,0.0,-0.375,0.025
5586,0.4939,0.0,0.0,0.8,0.8,0.2,1.1740000000000002
5587,0.0,-0.17,0.0,0.0,0.0,0.375,0.0989999999999999
5588,-0.7964,0.0,-2.0,-1.5,-1.5,-0.270833333333333,-1.04
5589,0.4939,0.2,0.0,0.8,0.8,0.55,1.888
5590,-0.5267,0.0,-1.0,-1.0,-1.0,-0.375,-0.63
5591,0.4601,0.0,0.0,0.5,0.5,0.0,1.227
5592,0.5859,0.9,1.0,1.0,1.0,1.0625,0.78
5593,-0.296,0.0,0.0,0.0,0.0,0.166666666666667,-0.522
5594,0.0,0.0,0.0,0.0,0.0,0.4375,0.049
5595,0.0,-0.1,0.0,0.0,0.0,0.45,-0.006
5596,0.0,0.0,0.0,0.0,0.0,0.0,0.586
5597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5598,0.0,0.29,1.0,0.8,0.8,0.1875,0.671
5599,0.0,0.0,0.0,0.0,0.0,0.0,0.7250000000000001
5600,0.0,0.29,2.0,1.3,1.3,0.1875,0.4680000000000001
5601,0.0,0.0,1.0,0.75,0.75,0.0,0.657
5602,0.0,0.0,0.0,-1.0,-1.0,-0.125,0.151
5603,0.0258,-0.2,-1.0,0.05,0.05,-0.0625,0.095
5604,0.0,0.17,0.0,0.0,0.0,0.1875,0.521
5605,0.0,0.3,0.0,0.0,0.0,0.4375,-0.391
5606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5607,0.0,-0.5,-1.0,-0.5,-0.5,-0.5625,-0.1629999999999999
5608,-0.4939,0.0,0.0,-0.25,-0.25,0.625,0.431
5609,0.5267,0.0,0.0,1.0,1.0,0.25,0.068
5610,-0.5423,0.17,-2.0,-0.1999999999999999,-0.1999999999999999,-0.28125,-1.3940000000000003
5611,0.0,0.0,1.0,0.6,0.6,0.0,0.497
5612,-0.5719,-0.7,-1.0,-0.75,-0.75,-0.916666666666667,-0.33
5613,0.2732,0.5,1.0,0.8,0.8,0.4806,0.719
5614,0.0,0.0,0.0,0.0,0.0,-0.5,0.713
5615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5616,0.0,-0.2,0.0,0.0,0.0,-0.1458333333333333,0.938
5617,-0.3919,0.0,0.0,0.0,0.0,-0.34375,0.676
5618,-0.3612,-0.2,-1.0,-1.0,-1.0,0.375,-0.603
5619,0.0,0.0,0.0,0.0,0.0,0.5,0.655
5620,0.0,0.0,0.0,0.0,0.0,0.0,1.096
5621,0.0,0.0,0.0,0.25,0.25,-0.125,0.078
5622,0.0,0.07,0.0,0.8,0.8,0.395833333333333,2.516
5623,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5625,0.4215,0.0,1.0,0.0,1.0,0.5416666666666667,0.803
5626,0.2732,0.0,0.0,0.0,0.0,0.6875,0.896
5627,0.0,0.0,0.0,0.0,0.0,0.625,0.861
5628,0.0,0.0,0.0,0.0,0.0,-0.0625,0.0
5629,0.0,0.0,1.0,0.0,1.0,0.267857142857143,-0.235
5630,0.4215,-0.5,0.0,0.5,0.5,-0.125,-0.86
5631,0.0,0.29,1.0,0.8,0.8,0.6875,1.268
5632,0.7184,0.85,1.0,1.55,1.55,1.125,-0.6559999999999999
5633,0.0,0.0,0.0,0.0,0.0,0.0,0.067
5634,0.7469,0.53,1.0,0.75,0.75,0.75,0.716
5635,-0.3818,-0.12,-3.0,-2.05,-2.05,-0.875,-2.209
5636,0.0,0.0,0.0,0.0,0.0,0.375,0.0229999999999999
5637,0.3182,0.3,1.0,0.75,0.75,-0.1875,-0.326
5638,0.0,0.2,0.0,0.0,0.0,0.0,0.0
5639,0.0,0.0,0.0,0.0,0.0,-0.78125,-0.049
5640,0.0,0.0,0.0,0.0,0.0,0.1875,0.138
5641,0.0,0.1,1.0,0.6,0.6,-0.3125,0.568
5642,-0.2732,0.0,0.0,0.0,0.0,0.0,0.043
5643,0.0,0.0,0.0,0.0,0.0,-0.125,1.0550000000000002
5644,0.2732,0.0,0.0,0.0,0.0,0.0,1.1589999999999998
5645,0.0,0.0,0.0,0.0,0.0,-0.375,-0.72
5646,0.0,0.0,0.0,-0.25,-0.25,0.375,-0.534
5647,0.0,0.2,-1.0,-1.0,-1.0,-0.354166666666667,-0.5960000000000003
5648,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5649,-0.296,0.0,0.0,0.0,0.0,0.375,1.252
5650,-0.3612,-0.07,-1.0,-0.75,-0.75,-0.916666666666667,-0.288
5651,0.34,0.24,1.0,0.8,0.8,-0.114583333333333,1.883
5652,0.0,-0.3,0.0,0.0,0.0,-0.375,0.146
5653,0.0,0.0,-1.0,-0.5,-0.5,-0.125,-0.2299999999999999
5654,-0.25,0.0,-1.0,-0.0999999999999999,-0.0999999999999999,-0.1249999999999999,1.9850000000000003
5655,-0.1531,0.0,-1.0,0.0,-1.0,-0.125,-0.0319999999999999
5656,0.0,0.15,0.0,0.4,0.4,-0.125,-0.863
5657,0.0,0.0,0.0,0.0,0.0,1.1125,0.843
5658,-0.3612,-0.06,-1.0,-0.5,-0.5,0.0,-0.71
5659,0.0,-0.16,0.0,0.0,0.0,-0.15625,0.249
5660,0.0,0.5,-1.0,-0.75,-0.75,-0.333333333333333,-0.238
5661,0.0,0.0,0.0,0.0,0.0,0.125,0.039
5662,0.0,-0.15,-1.0,-0.5,-0.5,-0.0708333333333329,0.6459999999999999
5663,0.0,-0.07,0.0,0.0,0.0,0.125,1.014
5664,0.5423,0.43,-1.0,-0.3,-0.3,-0.802083333333333,0.0200000000000001
5665,-0.4588,-0.15,-1.0,-0.75,-0.75,-0.125,0.1350000000000001
5666,0.0258,0.0,0.0,0.0,0.0,0.0,1.079
5667,0.6369,0.15,0.0,0.25,0.25,0.3125,-0.639
5668,0.0,-0.2,0.0,0.0,0.0,0.0,0.0
5669,0.0,-0.15,-1.0,-0.6,-0.6,-0.4375,-1.257
5670,0.0,0.0,0.0,0.0,0.0,0.0,0.7940000000000002
5671,0.0,0.0,0.0,-0.25,-0.25,0.0,1.307
5672,-0.2023,0.05,0.0,-0.4,-0.4,0.1875,-1.136
5673,0.0258,0.6,0.0,-0.5,-0.5,0.125,0.383
5674,0.0,0.0,0.0,0.0,0.0,-0.8125,0.8119999999999999
5675,-0.6283,0.0,0.0,-0.55,-0.55,0.0,-0.822
5676,0.8834,-0.4,0.0,1.9,1.9,-0.198857142857143,-0.79
5677,0.3612,-0.11,-2.0,-0.5,-0.5,0.311111111111111,-3.841
5678,0.0,0.0,0.0,0.0,0.0,0.25,0.5710000000000001
5679,-0.7678,-0.02,-5.0,-2.75,-2.75,-1.6833333333333331,0.911
5680,0.0,-0.25,0.0,-0.6,-0.6,-0.375,0.354
5681,0.0772,0.08,-1.0,-0.25,-0.25,0.541666666666667,0.7170000000000001
5682,0.2732,0.0,-1.0,1.6,1.6,0.125,2.421
5683,-0.3724,1.0,1.0,0.5,0.5,-0.0625,0.0
5684,0.3612,0.11,1.0,0.75,0.75,-0.575,0.5539999999999999
5685,0.0,0.45,0.0,0.0,0.0,0.0,1.177
5686,0.296,0.17,1.0,0.0,0.0,0.5,0.1389999999999999
5687,0.0,0.0,0.0,0.0,0.0,-0.25,-0.52
5688,0.0,0.6,0.0,0.85,0.85,-0.125,-0.6819999999999999
5689,-0.5994,0.0,-1.0,-0.75,-0.75,-0.4375,-0.07
5690,-0.5267,-0.5,-2.0,-0.5,-0.5,-0.8125,-2.051
5691,-0.235,-0.2,-2.0,-1.15,-1.15,-0.25,1.645
5692,-0.2023,-0.1,0.0,-0.25,-0.25,0.375,1.403
5693,0.0,0.0,-1.0,-0.5,-0.5,-0.4166666666666663,-0.672
5694,0.4767,0.25,0.0,0.25,0.25,-0.375,-1.262
5695,0.7345,-0.2,-2.0,0.6500000000000001,0.6500000000000001,-0.09375,0.8379999999999999
5696,0.0,0.0,0.0,0.0,0.0,1.0625,2.042
5697,0.0,0.0,0.0,0.0,0.0,-0.0208333333333333,0.0
5698,0.0,0.0,0.0,0.0,0.0,-0.083333333333333,-0.126
5699,0.25,0.0,-1.0,-0.25,-0.25,-0.125,0.18
5700,0.3612,0.0,0.0,0.0,0.0,0.125,-1.142
5701,0.5399,0.2,-1.0,-0.75,-0.75,-0.375,0.782
5702,0.1967,-0.1,-1.0,-0.6,-0.6,-0.8125,-1.019
5703,-0.4023,0.6,1.0,0.5,0.5,0.3125,0.7889999999999999
5704,0.0,0.0,0.0,0.4,0.4,-0.291666666666667,1.072
5705,-0.2023,-0.1,-1.0,-0.75,-0.75,-0.25,0.7520000000000001
5706,-0.5106,-0.33,-1.0,-1.75,-1.75,-0.28125,-2.0700000000000003
5707,0.0,0.4,-1.0,0.35,0.35,-0.625,0.687
5708,0.0,0.0,0.0,0.0,0.0,0.25,0.823
5709,0.296,0.0,0.0,0.0,0.0,-0.75,1.41
5710,0.3818,0.0,0.0,0.25,0.25,0.0,0.194
5711,0.8225,0.15,2.0,2.15,2.15,0.875,4.404999999999999
5712,0.5423,0.0,1.0,-0.25,-0.25,-1.357142857142857,0.5
5713,0.0,-0.3,0.0,0.0,0.0,-0.0625,0.571
5714,0.0,0.0,0.0,0.0,0.0,0.625,0.6690000000000002
5715,0.7845,0.6,1.0,0.9,0.9,0.375,1.368
5716,0.0,0.0,0.0,0.0,0.0,0.3125,0.299
5717,0.0,0.14,0.0,0.0,0.0,0.25,0.836
5718,0.5719,1.0,1.0,0.75,0.75,0.0,0.805
5719,0.6249,0.4,1.0,1.6,1.6,0.34375,5.243
5720,-0.4215,-0.6,-1.0,-0.75,-0.75,-0.4583333333333333,-0.775
5721,0.0,-0.03,1.0,1.0,1.0,-0.725,-0.307
5722,0.34,0.0,0.0,0.55,0.55,0.425,0.7959999999999999
5723,0.0,0.0,0.0,0.0,0.0,0.5,0.084
5724,0.3089,0.1,-1.0,-0.5,-0.5,-0.6375,-0.96
5725,0.0,0.07,0.0,0.8,0.8,0.458333333333333,3.378
5726,0.0,0.0,0.0,-0.25,-0.25,0.40625,0.0859999999999999
5727,-0.5423,0.0,-1.0,-0.5,-0.5,-0.3125,-0.769
5728,0.0,0.0,0.0,0.0,0.0,-0.03125,0.651
5729,0.0,0.0,0.0,0.0,0.0,-0.3125,-0.468
5730,0.4215,0.6,1.0,0.5,0.5,0.375,-1.236
5731,0.0,0.0,0.0,0.6,0.6,0.0,0.0
5732,0.2263,0.0,0.0,1.1,1.1,0.25,0.931
5733,0.0,0.0,-1.0,-0.25,-0.25,0.0,-0.48
5734,-0.4168,0.0,1.0,0.6,0.6,0.125,1.145
5735,0.0,0.0,-1.0,-0.15,-0.15,0.15625,0.6880000000000001
5736,0.0,-0.07,0.0,0.0,0.0,0.58125,0.0679999999999999
5737,0.0,0.0,0.0,0.25,0.25,0.0,0.2399999999999999
5738,-0.4404,0.0,0.0,-0.5,-0.5,-0.125,-0.54
5739,0.0,0.0,0.0,0.0,0.0,0.0,0.175
5740,-0.1027,0.33,0.0,-0.5,0.5,0.25,0.183
5741,0.3612,0.0,1.0,0.75,0.75,0.25,-0.015
5742,-0.4215,0.0,-1.0,-1.0,-1.0,0.25,0.0
5743,0.1531,0.5,0.0,0.4,0.4,0.5,0.7010000000000001
5744,0.0,0.0,0.0,0.0,0.0,0.5,0.159
5745,-0.5423,0.0,-1.0,-1.35,-1.35,-0.583333333333333,0.055
5746,-0.1779,0.0,-1.0,-0.6,-0.6,-0.5,-0.5810000000000001
5747,0.4924,-0.85,-2.0,-1.25,-1.25,-1.330357142857143,-0.47
5748,-0.743,0.0,0.0,-1.2000000000000002,-1.2000000000000002,0.25,0.7929999999999999
5749,-0.4939,0.0,0.0,-0.5,-0.5,0.145833333333333,0.688
5750,-0.8442,0.0,-2.0,-1.75,-1.75,-0.7291666666666661,1.748
5751,0.0258,-0.25,-1.0,-0.25,-0.25,-0.375,1.494
