,vader,textblob,huliu,syuzhet,jockers_rinker,sentiword,senticnet
1668,0.5593,0.05,1.0,0.5,0.5,-0.1770833333333339,1.313
1669,0.7506,0.5,0.0,0.75,-0.25,0.4375,1.689
1670,0.3182,0.3,2.0,1.35,1.35,0.375,1.016
1671,0.1027,-0.01,0.0,-0.6,-0.6,0.0833333333333329,0.762
1672,0.1027,-0.01,0.0,0.0,0.0,-0.291666666666667,0.1159999999999999
1673,0.0,0.0,0.0,0.0,0.0,0.0,-0.03
1674,-0.569,0.0,1.0,0.25,0.25,-0.625,0.737
1675,0.0,0.0,0.0,0.0,0.0,0.125,1.3159999999999998
1676,0.0,0.25,0.0,0.0,0.0,-0.625,0.173
1677,0.0,0.0,1.0,0.8,0.8,0.75,1.254
1678,0.0,0.0,0.0,0.0,0.0,-0.1875,1.351
1679,0.5859,0.21,0.0,0.8,0.0,0.0,0.857
1680,0.3182,0.15,1.0,0.9,0.9,-1.05,2.187
1681,0.4767,0.2,0.0,-0.25,-0.25,0.5,1.196
1682,0.4019,-0.33,0.0,0.8,0.8,-0.8958333333333339,1.996
1683,0.0,0.0,0.0,0.0,0.0,0.0,-0.03
1684,0.0,0.0,1.0,-0.25,-0.25,0.125,0.579
1685,0.0,0.2,0.0,0.0,0.0,0.0,0.0
1686,-0.4574,0.0,-1.0,-0.75,-0.75,0.0,-0.72
1687,0.1027,0.0,0.0,0.0,0.0,-0.0625,0.571
1688,-0.4404,0.0,-2.0,0.25,-0.75,-0.375,-0.526
1689,0.5499,0.0,0.0,0.4,0.4,0.375,0.324
1690,0.0,0.0,0.0,0.0,0.0,-1.125,-0.71
1691,0.0,-0.3,-1.0,-0.25,-0.25,-0.375,-0.57
1692,0.0,0.0,0.0,0.0,0.0,-0.125,-0.83
1693,-0.5358,-0.05,0.0,-0.25,-0.25,-0.125,-0.8380000000000001
1694,0.0,0.0,0.0,0.0,0.0,-0.125,0.0
1695,0.0,0.0,0.0,0.4,0.4,0.375,0.817
1696,0.0,-0.3,0.0,0.0,0.0,-0.306,0.7859999999999999
1697,-0.2057,0.16,0.0,1.4,1.4,0.5625,-1.2040000000000002
1698,0.0,0.0,0.0,0.0,0.0,0.125,0.1089999999999999
1699,0.0,0.14,0.0,0.8,0.8,-0.166666666666667,0.653
1700,0.5719,0.0,0.0,0.5,0.5,0.0,-0.59
1701,0.4404,-0.3,0.0,0.5,0.5,0.25,-0.463
1702,0.93,0.46,3.0,4.5,3.5000000000000004,1.25,4.174
1703,-0.4168,0.34,1.0,1.8,1.8,0.5125,2.116
1704,0.7003,0.33,2.0,1.5,1.5,-0.5,0.485
1705,0.0,0.0,0.0,-0.25,-0.25,0.125,-0.867
1706,0.0,-0.5,-1.0,-1.2000000000000002,-1.2000000000000002,-0.69375,1.889
1707,0.0,0.0,0.0,0.0,0.0,0.125,0.521
1708,0.0,0.0,0.0,0.0,0.0,-0.5,-1.34
1709,0.2732,0.4,1.0,-0.55,-0.55,-0.5625,-0.1429999999999999
1710,-0.6652,-0.38,-1.0,-0.75,-0.75,-0.625,-0.55
1711,0.3612,0.0,1.0,0.5,0.5,0.40625,0.274
1712,0.0,0.0,0.0,0.0,0.0,-0.5,0.2729999999999999
1713,0.0,0.0,1.0,0.6,0.6,0.0416666666666666,0.605
1714,0.0,-0.08,0.0,0.0,0.0,-0.25,0.028
1715,0.4404,-0.09,-2.0,0.35,-0.65,0.675,1.0950000000000002
1716,0.34,0.3,1.0,0.95,0.95,0.2812499999999997,4.543
1717,0.2648,0.42,1.0,0.25,0.25,0.25,0.131
1718,-0.2732,-0.2,-1.0,0.0,0.0,-0.0625,-0.249
1719,0.0,0.0,0.0,0.0,0.0,0.0,0.67
1720,0.3818,-0.03,1.0,0.5,0.5,0.9598214285714286,0.7240000000000001
1721,0.7269,0.0,0.0,0.0,0.0,0.28125,1.2919999999999998
1722,0.0,0.1,0.0,0.0,0.0,0.5,0.968
1723,0.3612,0.25,2.0,0.25,0.25,0.4375,-0.059
1724,0.3182,0.35,1.0,0.75,0.75,0.125,0.947
1725,0.0,0.05,0.0,0.4,0.4,-0.229166666666667,-0.3859999999999999
1726,0.5719,0.1,0.0,0.0,0.0,-0.625,0.6579999999999999
1727,0.0,-0.01,0.0,0.0,0.0,0.7000000000000002,-1.081
1728,0.296,0.0,0.0,2.05,2.05,1.0625,0.2660000000000001
1729,-0.4939,-0.12,-2.0,-0.4,-0.4,0.71875,-1.029
1730,0.7579,0.38,1.0,2.2,2.2,-0.794642857142857,0.0079999999999999
1731,0.4215,0.05,0.0,-0.0999999999999999,-0.0999999999999999,-0.431,0.805
1732,-0.25,0.1,-2.0,-0.65,-0.65,-0.3958333333333333,-0.2139999999999998
1733,0.0,0.17,1.0,1.15,1.15,-0.4166666666666661,-0.207
1734,0.5023,0.5,1.0,0.5,0.5,-0.125,-1.0409999999999997
1735,0.4033,-0.19,0.0,0.0,0.0,0.275,3.613
1736,0.0,0.0,0.0,0.0,0.0,0.0625,-0.2189999999999999
1737,0.0,0.0,0.0,0.25,0.25,-0.1875,1.215
1738,0.5719,0.29,2.0,1.3,1.3,-0.3333333333333332,1.5620000000000005
1739,0.4019,0.2,-1.0,0.7000000000000002,0.7000000000000002,0.0625,0.604
1740,0.0,0.0,0.0,0.0,0.0,0.0,0.74
1741,-0.357,0.0,0.0,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0,0.0,-0.125,0.0
1743,0.34,0.28,-2.0,-0.5,-1.5,-1.0,-1.64
1744,0.5994,-0.17,-2.0,0.25,0.25,-0.1041666666666669,-0.4590000000000001
1745,0.5574,0.7,0.0,0.1999999999999999,0.1999999999999999,0.4375,-1.14
1746,0.0,0.0,0.0,1.0,1.0,0.875,-0.2469999999999999
1747,0.0,0.0,0.0,0.0,0.0,0.25,-0.0389999999999999
1748,0.5994,0.7,1.0,0.5,0.5,-0.25,0.658
1749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750,0.5859,0.0,0.0,0.5,1.5,0.5,0.846
1751,0.4404,0.3,2.0,0.5,0.5,0.46875,2.384
1752,-0.3182,0.0,-2.0,-1.25,-1.25,-0.375,0.2319999999999998
1753,-0.296,-0.05,-1.0,-0.5,-0.5,0.0,-0.26
1754,0.0,0.0,-1.0,-0.4,-0.4,0.25,0.61
1755,0.0,-0.14,0.0,-0.25,-0.25,-0.125,0.95
1756,0.0,0.0,0.0,0.0,0.0,-0.5,0.679
1757,-0.0772,-0.33,0.0,0.0,0.0,0.0416666666666667,0.061
1758,0.0,0.0,0.0,0.0,0.0,-0.25,0.099
1759,0.0,0.2,0.0,0.25,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0,0.0,-0.25,0.559
1761,0.0,-0.1,0.0,0.0,0.0,-1.8125,-0.62
1762,0.34,0.25,0.0,-0.25,-0.25,0.4375,-0.2280000000000001
1763,0.0,0.0,0.0,0.0,0.0,0.25,-0.55
1764,0.0,0.2,0.0,0.25,0.0,0.0,0.0
1765,0.8832,0.44,2.0,1.9,1.9,0.9375,3.972
1766,0.0,0.0,0.0,0.0,0.0,-0.583333333333333,0.728
1767,-0.1779,-0.26,0.0,-0.15,0.85,-0.729166666666667,-0.2070000000000001
1768,0.4939,-0.1,-2.0,-0.5,-1.5,-0.71875,0.992
1769,0.0,0.12,2.0,0.25,0.25,0.4375,0.988
1770,-0.34,0.0,0.0,0.0,0.0,0.0,0.7559999999999999
1771,0.0,0.0,0.0,-0.25,-0.25,-0.5625,0.043
1772,-0.296,0.0,0.0,0.0,0.0,-0.25,0.559
1773,0.0,0.0,0.0,0.0,0.0,0.375,-0.004
1774,-0.296,0.2,0.0,-0.5,-0.5,-0.375,0.5379999999999999
1775,0.0,0.0,0.0,0.0,0.0,-0.125,0.032
1776,0.0,0.0,0.0,0.0,0.0,0.125,0.253
1777,0.0,0.0,0.0,0.0,0.0,-0.40625,-1.385
1778,-0.1779,0.0,-1.0,-0.75,-0.75,-0.375,0.4969999999999999
1779,-0.4215,-0.12,0.0,0.0,0.0,0.125,1.7000000000000002
1780,-0.6369,0.13,-1.0,-0.75,-0.75,-0.375,1.379
1781,-0.1531,0.0,0.0,0.4,0.4,0.3125,-0.26
1782,0.0,0.0,0.0,0.0,0.0,-0.5,0.076
1783,0.0,0.29,1.0,0.55,0.55,-0.25,0.886
1784,0.0,0.0,0.0,0.0,0.0,0.625,3.178
1785,0.0,0.0,0.0,0.0,0.0,0.0,-0.79
1786,0.0516,0.15,0.0,0.0,0.0,-0.158333333333333,0.458
1787,-0.4767,-0.13,-2.0,-1.5,-1.5,-0.28125,-1.52
1788,-0.4215,-0.1,0.0,0.0,0.0,-0.614583333333333,-2.468
1789,0.0,0.1,0.0,0.0,0.0,-0.6666666666666667,1.247
1790,0.2023,0.0,-1.0,0.15,0.15,0.375,0.767
1791,0.0,0.0,0.0,0.0,0.0,0.125,0.072
1792,0.0,0.0,0.0,0.0,0.0,0.5,0.597
1793,0.6808,0.0,1.0,1.25,1.25,0.3125,1.276
1794,-0.7845,0.0,-2.0,-1.25,-1.25,-0.520833333333333,-0.78
1795,-0.296,0.19,0.0,1.1,1.1,-1.25,0.6650000000000001
1796,-0.5574,0.03,1.0,-0.5,-0.5,-0.583333333333333,0.0589999999999998
1797,0.0258,0.07,-1.0,-0.4,-0.4,-1.0625,1.8680000000000003
1798,0.25,0.1,0.0,0.9,0.9,-0.1,-0.6330000000000001
1799,-0.128,0.25,-2.0,-3.35,-2.35,-1.0312500000000009,-2.828
1800,0.5994,0.0,1.0,1.0,1.0,-1.0625,1.02
1801,0.1877,0.0,-2.0,-1.15,-1.15,0.1875,-1.523
1802,0.6369,0.0,1.0,0.75,0.75,-0.9375,-0.239
1803,0.0516,0.0,0.0,0.6,0.6,-0.625,1.272
1804,0.7506,0.2,0.0,1.55,1.55,-0.125,2.377
1805,0.0,0.5,0.0,0.0,0.0,-0.375,-0.7180000000000001
1806,0.0,0.0,0.0,0.0,0.0,0.375,0.547
1807,0.0,0.0,0.0,0.0,0.0,-0.0625,0.0
1808,0.0,0.0,0.0,0.25,0.25,0.0,-1.2319999999999998
1809,-0.296,-0.2,0.0,0.0,0.0,0.375,-0.709
1810,0.7717,0.12,3.0,2.0,2.0,0.4875,3.084
1811,0.4019,-0.15,0.0,-0.0999999999999999,-0.0999999999999999,-1.0625,0.167
1812,0.3818,0.1,1.0,0.75,0.75,-0.21875,0.4360000000000002
1813,0.631,0.17,3.0,2.2,2.2,-1.0,3.3680000000000003
1814,0.0,0.12,-1.0,0.75,0.75,0.958333333333333,0.6940000000000002
1815,0.0,0.02,0.0,-0.25,-0.25,-0.0520833333333332,-1.096
1816,0.0,0.0,0.0,0.0,0.0,0.0,0.571
1817,0.2259,0.5,0.0,-1.0,-1.0,-0.4166666666666669,0.4699999999999998
1818,-0.4404,-0.5,-1.0,-1.5,-1.5,-0.3125000000000003,-1.125
1819,0.6808,0.12,0.0,0.8500000000000001,0.8500000000000001,-0.427083333333333,1.564
1820,0.0,0.0,0.0,0.0,0.0,-0.25,0.952
1821,0.0,0.0,0.0,0.0,0.0,0.5,1.461
1822,0.6597,0.0,0.0,0.5,0.5,0.125,0.8280000000000001
1823,0.0,-0.18,0.0,-0.4,-0.4,0.71875,0.0509999999999999
1824,0.5719,0.0,2.0,1.25,1.25,0.1875,0.5880000000000001
1825,0.6808,0.36,2.0,2.85,2.85,-0.125,2.0700000000000003
1826,0.2263,0.1,0.0,0.0,0.0,-0.625,-0.367
1827,-0.3327,0.2,3.0,3.1,3.1,2.0625,6.459
1828,-0.296,0.0,-1.0,-0.5,-0.5,0.5,0.917
1829,-0.5267,0.0,0.0,-0.25,-0.25,0.125,-0.702
1830,0.0,0.0,0.0,0.0,0.0,0.1875,0.138
1831,0.0,0.0,0.0,0.65,0.65,0.125,2.261
1832,-0.34,0.0,-1.0,-1.75,-1.75,-0.875,-0.55
1833,0.0,0.0,0.0,-0.8,-0.8,0.25,-0.93
1834,-0.6369,-0.9,-1.0,-0.5,-0.5,0.0,0.0
1835,0.0,0.12,0.0,0.0,0.0,1.125,2.917
1836,-0.7096,-0.15,-4.0,-1.75,-1.75,-0.020833333333333,-0.6450000000000001
1837,0.0,0.6,1.0,-0.25,-0.25,-0.5,0.7239999999999999
1838,0.0,0.0,0.0,0.0,0.0,-0.333333333333333,-0.1009999999999999
1839,0.0,0.05,0.0,0.0,0.0,0.0,-0.06
1840,0.0,0.0,0.0,0.0,0.0,-0.125,0.624
1841,0.0,0.5,1.0,0.75,0.75,1.125,1.586
1842,-0.7351,-0.45,-2.0,-1.2,-1.2,-0.0193999999999999,-0.0549999999999998
1843,0.507,0.17,-1.0,-0.35,-0.35,-1.1458333333333333,-2.192
1844,0.6808,0.05,1.0,1.15,1.15,0.25,0.548
1845,-0.128,0.14,-1.0,-2.4000000000000004,-2.4000000000000004,0.9,-0.7610000000000003
1846,0.8402,-0.05,2.0,1.6,1.6,0.4,-0.968
1847,-0.4019,0.0,0.0,0.3500000000000001,0.3500000000000001,-0.0999999999999999,-0.364
1848,0.4404,0.6,1.0,1.0,1.0,0.125,-1.62
1849,0.0,0.0,0.0,0.0,0.0,0.125,0.241
1850,0.0,0.14,1.0,1.4,1.4,0.0625,-0.1299999999999999
1851,-0.0772,-0.08,-1.0,-0.5,-0.5,-0.98125,-0.0649999999999999
1852,0.5046,0.42,1.0,0.15,0.15,0.125,-0.1999999999999999
1853,0.0,0.0,0.0,0.6,0.6,0.0,0.93
1854,0.4404,0.43,1.0,0.8,0.8,0.0,0.269
1855,0.0,0.17,0.0,1.2,1.2,-0.5,1.19
1856,0.0,0.0,0.0,0.0,0.0,-0.15625,1.145
1857,0.0,0.17,1.0,-0.25,-0.25,2.270833333333333,4.373
1858,0.0,0.0,0.0,0.0,0.0,-0.125,-0.519
1859,-0.1531,-0.08,0.0,0.5,0.5,-0.558333333333333,3.019
1860,0.0,-0.13,0.0,0.4,0.4,-0.25,-0.0739999999999999
1861,0.0,0.22,0.0,0.0,0.0,0.2916666666666669,-0.148
1862,0.7964,0.43,1.0,1.0499999999999998,1.0499999999999998,0.2124999999999999,-0.3770000000000001
1863,0.4767,-0.3,2.0,2.4,2.4,-1.0625,-0.1159999999999999
1864,0.7184,0.35,2.0,1.65,1.65,0.96875,2.847
1865,-0.34,0.23,-2.0,-1.0,-2.0,0.125,0.6320000000000001
1866,0.4767,0.13,3.0,2.3,2.3,0.1166666666666667,3.2380000000000004
1867,0.6705,0.35,1.0,1.5,1.5,0.25,2.243
1868,0.0,-0.03,0.0,0.1,0.1,1.075,3.6149999999999993
1869,0.6249,0.23,0.0,-0.15,-0.15,0.375,-0.917
1870,0.0,0.2,1.0,0.6,0.6,-0.125,0.79
1871,-0.2263,0.0,0.0,-0.5,-0.5,-0.125,0.79
1872,-0.5106,0.14,0.0,0.0,0.0,0.25,0.8819999999999999
1873,-0.2732,0.0,0.0,-0.4,-0.4,-0.25,-0.75
1874,-0.5267,0.05,-3.0,-1.55,-2.55,-0.8,-1.493
1875,0.0,0.0,0.0,-0.25,-0.25,0.1666666666666669,1.363
1876,0.1027,0.4,-1.0,-1.05,-1.05,0.875,-0.5459999999999999
1877,-0.5719,0.19,0.0,-0.4499999999999999,-0.4499999999999999,-0.4791666666666669,1.2489999999999997
1878,-0.296,0.0,-1.0,0.1999999999999999,0.1999999999999999,-0.5,-0.046
1879,0.8658,0.53,3.0,2.15,2.15,0.71875,2.089
1880,0.0,0.0,1.0,0.8,0.8,-0.1,0.0720000000000001
1881,-0.4019,0.25,0.0,0.05,0.05,-0.375,-0.0739999999999999
1882,0.4939,0.15,1.0,0.75,0.75,-0.28125,1.687
1883,0.0,0.1,0.0,0.0,0.0,0.125,0.7050000000000001
1884,0.5423,0.35,1.0,0.85,0.85,0.458333333333333,-0.131
1885,-0.3412,0.5,1.0,0.8,0.8,0.8125,1.333
1886,-0.7579,-0.83,-4.0,-2.2,-2.2,-1.34375,-0.8019999999999999
1887,-0.2462,-0.35,-1.0,-0.5,-0.5,-0.5714285714285714,1.161
1888,0.0,0.0,-1.0,-0.75,-0.75,0.125,-0.3870000000000001
1889,0.0,0.0,0.0,0.0,0.0,0.75,0.122
1890,0.3818,0.1,1.0,0.5,0.5,0.0535714285714286,0.0589999999999999
1891,-0.7511,-0.35,1.0,-0.25,-0.25,0.34375,1.518
1892,0.0387,-0.12,0.0,0.0,0.0,-0.125,-0.252
1893,0.0,0.0,1.0,0.9,0.9,-0.5,-1.455
1894,0.0,0.0,0.0,0.0,0.0,0.0,0.668
1895,0.0,0.0,0.0,0.0,0.0,0.3125,0.8220000000000001
1896,0.0,0.0,0.0,0.0,0.0,0.0,-0.045
1897,0.8176,0.39,2.0,1.1,1.1,0.0249999999999999,-0.526
1898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1899,-0.1027,-0.17,-2.0,-0.65,-0.65,-0.991666666666667,-2.769
1900,-0.5859,-0.25,-2.0,-1.0,-1.0,-0.85625,0.933
1901,-0.4404,-0.6,-1.0,-0.9,-0.9,-0.825,-0.236
1902,0.0,0.15,0.0,0.1999999999999999,0.1999999999999999,0.1875,0.6809999999999999
1903,0.8271,0.03,1.0,0.7500000000000001,0.7500000000000001,1.125,0.361
1904,-0.5719,0.0,-1.0,-0.75,-0.75,0.25,-0.7000000000000001
1905,-0.2263,-0.45,-2.0,-1.0,-1.0,0.6041666666666667,-0.049
1906,0.0,0.1,0.0,0.0,0.0,0.0,0.846
1907,0.0,0.5,0.0,0.0,0.0,-0.0625,0.0
1908,0.34,0.0,0.0,-0.6499999999999999,-0.6499999999999999,-0.4375,1.326
1909,0.0,0.7,0.0,0.0,0.0,0.0,0.252
1910,0.7003,0.0,1.0,1.0,1.0,-0.125,1.165
1911,0.4767,0.0,0.0,1.3,1.3,-0.0625,0.806
1912,-0.7096,0.17,0.0,-0.5,-0.5,0.25,0.55
1913,-0.4767,0.0,0.0,-0.5,-0.5,0.125,0.571
1914,0.4939,0.14,0.0,1.2000000000000002,1.2000000000000002,0.614583333333333,2.041
1915,0.0,0.0,0.0,0.0,0.0,0.5416666666666667,0.4770000000000001
1916,0.2732,0.0,1.0,0.8,0.8,1.2306,1.506
1917,0.5719,0.05,1.0,0.75,0.75,0.833333333333333,1.744
1918,0.0,0.0,0.0,0.0,0.0,0.125,0.0
1919,0.0,0.0,0.0,0.0,0.0,0.0,-0.03
1920,0.3818,0.3,0.0,1.0,1.0,0.1875,1.44
1921,0.6486,0.0,2.0,1.25,1.25,0.5,0.8919999999999999
1922,0.0,0.0,0.0,0.0,0.0,-0.5,0.8180000000000001
1923,-0.25,0.0,-1.0,-0.4,-0.4,-1.28125,-0.4109999999999999
1924,0.6369,-0.17,0.0,-0.25,-0.25,0.65625,-1.035
1925,-0.4215,0.07,1.0,0.0,0.0,0.25,0.061
1926,0.2263,0.6,1.0,0.5,0.5,0.3541666666666669,0.921
1927,0.0,0.0,-1.0,-0.0999999999999999,-0.0999999999999999,-0.666666666666667,-0.5820000000000001
1928,0.0,0.01,0.0,0.0,0.0,-0.583333333333333,1.297
1929,-0.1027,0.5,1.0,0.0,1.0,0.6666666666666667,-0.0389999999999999
1930,-0.3182,0.0,-1.0,-0.0999999999999999,-0.0999999999999999,0.0833333333333329,-1.293
1931,0.4404,0.18,0.0,-0.25,-0.25,-2.1125,-1.08
1932,0.0,0.0,-1.0,-0.5,-0.5,-0.75,0.579
1933,0.5023,0.24,1.0,0.7,0.7,-0.5,-1.038
1934,-0.4215,-0.1,-1.0,-0.75,-0.75,-0.375,-0.146
1935,0.0,-0.28,0.0,-0.25,-0.25,-0.5,-0.02
1936,-0.1154,0.1,0.0,-0.4,-0.4,-0.1875,0.6940000000000001
1937,0.875,0.5,2.0,2.5,2.5,1.28125,1.6860000000000002
1938,0.0,0.0,0.0,0.0,0.0,0.0,0.5930000000000001
1939,0.3612,0.0,1.0,0.5,0.5,0.15625,0.5209999999999999
1940,0.3182,-0.12,0.0,0.5,0.5,0.716666666666667,3.07
1941,0.7269,0.52,1.0,0.0,0.0,0.3125,0.781
1942,0.0,0.0,0.0,0.0,0.0,-0.75,-0.71
1943,0.0,0.0,0.0,0.0,0.0,-0.125,0.351
1944,-0.8225,-0.37,-2.0,-1.5,-1.5,0.0,-0.197
1945,-0.3412,0.7,1.0,0.75,0.75,0.65625,1.401
1946,0.8779,0.25,2.0,2.35,2.35,1.020833333333333,1.52
1947,0.0,0.0,0.0,0.0,0.0,0.125,0.517
1948,0.0,-0.12,0.0,0.4,0.4,0.25,0.962
1949,0.0,0.0,1.0,1.0,1.0,-0.125,0.0
1950,0.0,0.0,1.0,0.25,0.25,0.375,1.352
1951,0.0,0.2,0.0,0.0,0.0,-0.625,-1.66
1952,0.1027,0.0,0.0,0.0,0.0,-0.125,0.5529999999999999
1953,0.7096,0.1,1.0,1.0,1.0,-0.25,1.152
1954,-0.25,-0.1,0.0,-0.6,-0.6,-1.5,-1.2559999999999998
1955,0.2263,0.0,0.0,0.5,0.5,0.25,1.88
1956,0.0,0.21,1.0,1.0,1.0,0.017857142857143,-0.131
1957,-0.3612,-0.33,-1.0,-0.75,-0.75,0.625,-0.087
1958,0.0,0.0,0.0,0.0,0.0,0.125,0.852
1959,-0.128,-0.08,0.0,0.5,0.5,-0.34375,0.0009999999999999
1960,0.0,0.0,0.0,0.0,0.0,-0.5,0.748
1961,0.0,0.0,-1.0,0.0,-1.0,-0.0625,-0.126
1962,0.0,0.0,0.0,0.0,0.0,0.0208333333333329,1.132
1963,-0.25,0.0,0.0,0.0,0.0,0.0,0.0
1964,0.0,-0.12,0.0,0.0,0.0,-0.0625,-0.323
1965,0.0,0.0,1.0,0.8,0.8,0.0416666666666669,0.9320000000000002
1966,0.0,0.0,0.0,0.0,0.0,-0.25,0.559
1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,0.128,0.0,0.0,0.25,0.25,-0.625,0.3359999999999999
1969,0.0,-0.16,0.0,0.0,0.0,0.14375,0.7270000000000001
1970,-0.0516,0.3,0.0,-1.0,-1.0,-0.45,-1.2060000000000002
1971,0.0,0.27,1.0,0.75,0.75,-0.114583333333333,0.14
1972,-0.3818,0.0,-1.0,-0.75,-0.75,-0.625,-0.59
1973,0.0,0.0,0.0,0.0,0.0,-0.125,0.0
1974,0.0,0.2,0.0,0.4,0.4,-0.25,-0.005
1975,0.0,0.0,-1.0,0.35,0.35,0.125,0.574
1976,0.3612,0.0,1.0,0.5,0.5,0.375,-0.02
1977,0.0,0.0,0.0,0.0,0.0,0.0,-0.02
1978,-0.1531,0.0,0.0,-0.25,-0.25,0.0,-0.72
1979,0.0,0.29,1.0,0.8,0.8,0.1875,0.7850000000000001
1980,0.4019,0.0,1.0,0.5,0.5,0.0,-0.266
1981,0.7227,0.35,1.0,1.25,1.25,0.0625,0.908
1982,0.4588,0.7,0.0,0.8,0.8,0.0,0.0
1983,0.552,0.4,1.0,0.5,0.5,-0.06875,0.8190000000000001
1984,0.0,-0.6,-1.0,-1.0,-0.15,0.125,0.534
1985,0.0,-0.6,-1.0,-1.0,-0.15,0.125,0.534
1986,0.0,0.0,0.0,0.1,0.1,-0.5,1.611
1987,0.0,0.0,0.0,0.0,0.0,0.291666666666667,0.019
1988,0.0,0.0,0.0,0.0,0.0,-0.125,0.584
1989,-0.3182,0.0,-2.0,-0.5,-1.5,-0.166666666666667,-1.241
1990,-0.7017,-0.75,-1.0,-1.35,-1.35,-1.0,-1.04
1991,-0.296,0.29,-1.0,-0.25,-0.25,-1.4375,1.232
1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,0.0,0.0,0.0,0.0,0.0,0.0625,0.0
1994,0.6369,0.5,1.0,0.75,0.75,0.583333333333333,-0.2249999999999999
1995,0.5267,0.9,1.0,1.0,1.0,0.0,0.146
1996,0.8225,0.9,2.0,1.5,1.5,0.5625,2.432
1997,0.4168,0.0,-1.0,-0.75,-0.75,-0.7777777777777781,0.513
1998,0.7003,0.55,3.0,2.1,2.1,0.4479166666666667,2.841
1999,0.5106,0.43,1.0,0.5,0.5,-0.1875,0.047
2000,0.6249,0.8,1.0,0.5,0.5,0.0,0.857
2001,0.296,0.25,1.0,0.75,0.75,1.2125,2.27
2002,0.0,0.0,1.0,-0.25,-0.25,0.125,0.579
2003,0.1027,0.2,-1.0,-0.4,-0.4,0.5,-0.828
2004,0.1779,-0.31,0.0,0.9,0.9,0.6875,2.333
2005,0.0258,-0.21,0.0,1.0,1.0,0.4375,1.503
2006,0.5423,0.6,0.0,0.8,0.8,-0.125,-0.04
2007,0.5106,0.0,1.0,1.35,1.35,-0.375,1.4800000000000002
2008,-0.296,0.67,-1.0,-1.4,-1.4,-0.4583333333333333,-1.347
2009,0.0,-0.1,0.0,0.0,0.0,0.125,0.447
2010,0.0,0.1,-1.0,0.15,0.15,0.3229166666666667,-0.62
2011,0.8225,0.17,0.0,2.1,2.1,0.114583333333333,2.885
2012,-0.5165,-0.25,-1.0,-0.65,-0.65,-0.125,0.7909999999999998
2013,-0.4449,0.4,1.0,0.5,0.5,0.4,2.274
2014,0.4588,0.0,2.0,0.25,0.25,0.3,2.626
2015,0.7579,0.42,2.0,1.45,1.45,0.270833333333333,-0.522
2016,0.0,0.14,0.0,0.8,0.8,-0.1250000000000002,0.714
2017,0.8225,0.17,3.0,2.35,2.35,0.875,1.6840000000000002
2018,0.4215,0.55,-1.0,-0.25,-0.25,-0.125,2.104
2019,0.0,0.0,0.0,0.0,0.0,0.0,-0.479
2020,0.6369,0.25,1.0,0.75,0.75,0.125,-0.565
2021,0.3182,0.4,-1.0,-1.05,-1.05,-0.1875,0.055
2022,-0.6997,0.5,-1.0,-1.75,-1.75,-0.625,-0.353
2023,-0.3612,0.0,-1.0,-0.5,-0.5,0.0,0.166
2024,0.0,0.0,1.0,0.5,0.5,0.4270833333333336,2.1050000000000004
2025,0.9468,0.57,3.0,3.3,3.3,0.2083333333333329,1.869
2026,-0.5574,0.0,-1.0,-1.0,-1.0,0.195833333333333,-0.095
2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028,-0.3182,0.0,-1.0,-0.75,-0.75,0.125,-0.292
2029,-0.3818,0.0,-1.0,-0.75,-0.75,0.75,-0.4349999999999999
2030,0.2732,0.0,1.0,0.75,0.75,1.1875,2.146
2031,0.34,-0.03,1.0,0.35,0.35,0.5,1.0510000000000002
2032,0.0,0.0,0.0,0.0,0.0,-0.025,1.069
2033,0.3182,0.38,-1.0,0.25,0.25,1.15625,-0.2309999999999999
2034,-0.4767,-0.7,-1.0,-0.75,-0.75,-0.347222222222222,-0.1629999999999999
2035,0.0,0.0,0.0,-0.25,-0.25,0.0,0.0
2036,0.4215,0.0,-1.0,-0.5,-0.5,0.5,-0.0469999999999999
2037,0.0,0.0,0.0,0.0,0.0,-0.5,1.299
2038,0.0,0.02,0.0,0.0,0.0,0.125,0.878
2039,0.0,0.1,1.0,0.6,0.6,0.0,0.6629999999999999
2040,0.0,0.29,1.0,0.8,0.8,0.1875,-0.1889999999999999
2041,0.0,0.0,1.0,0.8,0.8,0.0,0.301
2042,0.0,0.0,0.0,0.0,0.0,-0.625,-0.78
2043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2044,0.0,0.65,0.0,0.0,0.0,0.0,0.522
2045,-0.0516,0.0,-1.0,0.3,0.3,0.6875,1.5419999999999998
2046,-0.5859,0.0,-3.0,-1.65,-1.65,0.0,-0.5059999999999998
2047,0.0,0.0,0.0,0.0,0.0,-0.25,0.633
2048,0.0,0.1,0.0,0.0,0.0,0.25,0.029
2049,0.0,0.0,0.0,0.0,0.0,0.0,0.571
2050,0.5859,0.5,1.0,0.5,0.5,-0.0625,0.897
2051,0.5106,0.0,1.0,0.25,1.25,0.75,0.354
